ABZ,CPH,23
ABZ,LTN,22
ABZ,OSL,19
ABZ,WIC,19
ABZ,BHD,19
ACA,MEX,310
ACA,TLC,50
ACA,IAH,32
ACA,TIJ,29
ACA,GDL,24
ACA,QRO,16
ACA,CUN,13
ACA,MTY,9
ACA,DFW,9
ACA,YUL,8
ACA,YYZ,4
ACC,KMS,415
ACC,LOS,254
ACC,TML,188
ACC,TKD,92
ACC,ABJ,75
ACC,ROB,70
ACC,ABV,61
ACC,LFW,49
ACC,FNA,42
ACC,JNB,39
ACC,ADD,29
ACC,NBO,29
ACC,DXB,29
ACC,AMS,29
ACC,IST,29
ACC,LHR,29
ACC,OUA,28
ACC,IAD,27
ACC,BRU,25
ACC,LIS,25
ACC,CAI,21
ACC,JFK,17
ACE,Las Palmas,509
ACE,Los Rodeos,286
ACE,MAD,87
ACE,MAN,77
ACE,LGW,71
ACE,DUB,59
ACE,STN,49
ACE,BHX,40
ACE,BCN,38
ACE,EMA,37
ACE,DUS,33
ACE,AMS,31
ACE,BRS,25
ACE,BIO,23
ACE,GLA,22
ACE,NCL,22
ACE,ORK,22
ACE,LBA,21
ACE,LPL,20
ACE,EDI,20
ACE,BFS,20
ACE,STR,19
ACH,VIE,59
ACH,PUY,0
ACI,GCI,98
ACI,SOU,54
ACK,HYA,209
ACK,BOS,197
ACK,MVY,33
ACK,EWB,25
ACK,DXR,4
ACK,LGA,0
ACK,TEB,0
ACK,DCA,0
ACK,HPN,0
ACK,JFK,0
ACK,PHL,0
ACK,CLT,0
ACK,EWR,0
ACT,DFW,128
ACV,SFO,86
ACV,LAX,58
ACV,DEN,30
ACX,KWE,205
ACX,CTU,39
ACX,PKX,29
ACX,CKG,29
ACX,CSX,21
ACX,NGB,17
ACX,KMG,16
ACX,SZX,16
ACX,BFJ,16
ACX,CAN,13
ACX,ZYI,13
ACX,JJN,13
ACX,NKG,13
ACX,PVG,12
ACX,XIY,12
ACX,SYX,12
ACX,XMN,12
ACX,WMT,11
ACX,JHG,8
ACX,CGO,8
ACX,WUH,6
ACY,FLL,83
ACY,MCO,68
ACY,RSW,54
ACY,TPA,29
ACY,PBI,29
ACY,MYR,25
ACY,ATL,0
ACZ,THR,9
ACZ,KER,5
ACZ,MHD,5
ACZ,IHR,5
ADA,Sabiha,345
ADA,IST,270
ADA,ADB,150
ADA,ECN,129
ADA,AYT,109
ADA,ESB,75
ADA,VAN,29
ADA,TZX,29
ADA,IKA,15
ADA,BEY,13
ADA,DOH,13
ADA,DUS,13
ADA,BJV,8
ADA,FRA,5
ADA,STR,4
ADA,HAJ,4
ADA,HAM,0
ADA,CGN,0
ADA,MUC,0
ADA,VIE,0
ADA,TXL,0
ADA,BRU,0
ADB,Sabiha,731
ADB,IST,500
ADB,ESB,240
ADB,ADA,150
ADB,AYT,113
ADB,ECN,99
ADB,DIY,58
ADB,GZT,58
ADB,TZX,43
ADB,DUS,42
ADB,MUC,38
ADB,ASR,37
ADB,VAN,37
ADB,SZF,33
ADB,FRA,30
ADB,KBP,24
ADB,STR,22
ADB,GNY,21
ADB,TXL,21
ADB,MQM,20
ADB,ERZ,17
ADB,IKA,16
ADD,MQX,274
ADD,BJR,249
ADD,DIR,232
ADD,NBO,183
ADD,DXB,128
ADD,JIJ,124
ADD,EBB,116
ADD,GDQ,116
ADD,ASM,111
ADD,KRT,99
ADD,AXU,87
ADD,AWA,82
ADD,JUB,75
ADD,JNB,75
ADD,JED,74
ADD,JIM,66
ADD,DUB,66
ADD,HGA,58
ADD,SHC,58
ADD,BEY,58
ADD,ASO,58
ADD,IST,58
ADE,JIB,25
ADE,KRT,9
ADF,IST,29
ADF,ESB,21
ADF,Sabiha,12
ADH,GYG,8
ADK,ANC,9
ADL,MEL,707
ADL,SYD,515
ADL,PLO,281
ADL,BNE,248
ADL,PER,198
ADL,WYA,153
ADL,KGC,92
ADL,OLP,81
ADL,MGB,73
ADL,CBR,70
ADL,DPS,58
ADL,OOL,55
ADL,ASP,49
ADL,CED,41
ADL,BHQ,38
ADL,DRW,36
ADL,DOH,29
ADL,SIN,29
ADL,DXB,28
ADL,MQL,24
ADL,KUL,21
ADL,MOO,20
ADQ,ANC,135
ADQ,OLH,54
ADQ,KLN,54
ADQ,KOZ,54
ADQ,ORI,50
ADQ,AKK,21
ADQ,KPY,4
ADQ,KKB,4
ADQ,KOY,4
ADQ,AOS,4
ADQ,KZB,0
ADQ,KPR,0
ADQ,KWP,0
ADQ,ALZ,0
ADU,THR,42
ADZ,BOG,307
ADZ,MDE,99
ADZ,CLO,75
ADZ,CTG,70
ADZ,PTY,28
AEA,TRW,20
AEB,KWE,29
AEB,NNG,29
AEB,CKG,28
AEB,SZX,16
AEB,CAN,13
AEB,CSX,13
AEB,HAK,10
AEB,XIY,10
AEB,HGH,4
AEB,LJG,4
AEG,KNO,41
AEH,NDJ,4
AEH,FYT,4
AEI,JCU,144
AEM,NEI,4
AEP,COR,318
AEP,BRC,301
AEP,MDZ,276
AEP,IGR,271
AEP,USH,246
AEP,SLA,189
AEP,NQN,176
AEP,FTE,155
AEP,TUC,153
AEP,CRD,150
AEP,MVD,109
AEP,MDQ,107
AEP,REL,89
AEP,PDP,86
AEP,JUJ,82
AEP,RGL,78
AEP,BHI,70
AEP,ROS,66
AEP,RES,60
AEP,RGA,52
AEP,PSS,52
AEP,UAQ,47
AER,SVO,433
AER,DME,364
AER,VKO,328
AER,KRR,175
AER,LED,122
AER,EVN,47
AER,SVX,44
AER,SIP,40
AER,ROV,29
AER,OVB,25
AER,CEK,21
AER,TJM,18
AER,ISL,17
AER,TLV,16
AER,UFA,16
AER,KZN,16
AER,IST,15
AER,NBC,13
AER,PEE,13
AER,MRV,13
AER,MSQ,12
AER,ASF,12
AES,OSL,235
AES,BGO,94
AES,TRD,36
AES,AMS,27
AES,GDN,25
AES,KSU,20
AES,KUN,8
AES,ALC,3
AES,CPH,0
AET,FAI,26
AET,HUS,12
AET,SVS,3
AET,BTT,0
AEX,ATL,103
AEX,DFW,83
AEX,IAH,70
AEY,RKV,115
AEY,VPN,20
AEY,GRY,12
AEY,CNP,8
AEY,Keflavik,0
AEY,THO,0
AFA,AEP,25
AFL,CGB,26
AFZ,THR,8
AGA,CMN,167
AGA,Orly,99
AGA,LGW,26
AGA,MAN,25
AGA,NTE,24
AGA,AMS,19
AGA,EUN,16
AGA,LYS,15
AGA,BRU,14
AGA,FRA,13
AGA,CRL,12
AGA,TLS,12
AGA,RBA,12
AGA,MUC,12
AGA,DUS,11
AGA,STN,9
AGA,VIE,9
AGA,NCE,9
AGA,TXL,9
AGA,BSL,9
AGA,LEJ,9
AGA,Bergamo,8
AGF,Orly,44
AGH,Bromma,156
AGH,Arlanda,84
AGH,SCR,4
AGH,RKE,2
AGH,OSD,1
AGH,VBY,0
AGM,KUS,48
AGM,SGG,8
AGM,KUZ,8
AGM,TQI,4
AGM,IOQ,4
AGN,TKE,116
AGN,JNU,0
AGP,BCN,195
AGP,MLN,173
AGP,MAD,172
AGP,LGW,166
AGP,JCU,120
AGP,AMS,110
AGP,CPH,109
AGP,BRU,100
AGP,CDG,98
AGP,LIS,95
AGP,DUB,88
AGP,STN,84
AGP,Arlanda,79
AGP,MAN,77
AGP,HEL,75
AGP,Fiumicino,74
AGP,LTN,62
AGP,OSL,61
AGP,EIN,59
AGP,BIO,58
AGP,IST,57
AGP,BRS,56
AGR,JAI,17
AGR,HJR,0
AGR,VNS,0
AGR,BLR,0
AGS,ATL,207
AGS,CLT,157
AGS,DFW,29
AGS,DCA,24
AGS,LGA,0
AGS,PHL,0
AGS,ORD,0
AGS,MIA,0
AGS,BOS,0
AGT,ASU,88
AGU,MEX,189
AGU,TIJ,62
AGU,DFW,58
AGU,IAH,58
AGU,PVR,29
AGU,CUN,21
AGU,LAX,13
AGU,MDW,13
AGU,MTY,12
AGX,COK,29
AHB,RUH,471
AHB,JED,298
AHB,DMM,158
AHB,CAI,29
AHB,Sharjah,29
AHB,MED,24
AHB,DXB,20
AHB,TIF,17
AHB,TUU,13
AHB,KWI,11
AHB,KRT,8
AHE,XMH,8
AHE,PPT,4
AHE,AXR,0
AHJ,LXA,13
AHJ,CTU,13
AHO,Fiumicino,87
AHO,Linate,58
AHO,Bergamo,21
AHO,BLQ,21
AHO,Girona,13
AHO,PSA,12
AHO,BTS,9
AHO,LTN,9
AHO,TRN,8
AHO,OTP,4
AHO,BUD,0
AHO,NAP,0
AHO,HHN,0
AHO,VRN,0
AHO,GOA,0
AHO,VIE,0
AHO,AMS,0
AHO,MAD,0
AHO,TXL,0
AHO,Malpensa,0
AHO,CRL,0
AHO,STR,0
AHU,TTU,8
AHU,CMN,8
AHU,TNG,8
AHU,RTM,6
AHU,AMS,0
AHU,CRL,0
AHU,BRU,0
AIA,DEN,49
AIN,BRW,72
AIN,ATK,7
AIP,DEL,29
AIR,CGB,33
AIR,JIA,0
AIS,TBF,4
AIT,RAR,88
AJA,Orly,91
AJA,MRS,87
AJA,NCE,76
AJA,LYS,15
AJA,TLS,9
AJA,CDG,0
AJA,BOD,0
AJA,Pyrenees,0
AJA,BRU,0
AJA,RNS,0
AJA,GVA,0
AJA,Fiumicino,0
AJA,LGW,0
AJA,LUX,0
AJA,SXB,0
AJA,CFE,0
AJA,NTE,0
AJA,YUL,0
AJA,OSL,0
AJA,BSL,0
AJA,BES,0
AJA,PIS,0
AJF,RUH,112
AJF,JED,38
AJF,CAI,24
AJF,Sharjah,13
AJI,IST,29
AJI,ESB,29
AJI,Sabiha,10
AJI,ADB,9
AJK,MHD,9
AJK,PGU,4
AJL,CCU,53
AJL,GAU,30
AJL,IMF,16
AJL,IXA,1
AJN,HAH,95
AJN,DZA,41
AJN,NWA,12
AJR,Arlanda,53
AJR,GEV,48
AJU,GRU,127
AJU,REC,97
AJU,GIG,47
AJU,CGH,39
AJU,BSB,27
AJU,SSA,23
AJU,VCP,5
AJU,CNF,1
AJY,ZND,9
AJY,NIM,4
AKF,BEN,9
AKI,TLT,108
AKI,KKI,29
AKJ,HND,290
AKJ,NGO,29
AKJ,TPE,13
AKJ,ITM,0
AKK,ADQ,21
AKL,CHC,687
AKL,WLG,668
AKL,SYD,395
AKL,ZQN,360
AKL,NPE,323
AKL,MEL,296
AKL,NSN,292
AKL,PMR,277
AKL,TRG,233
AKL,NPL,209
AKL,BNE,209
AKL,KKE,137
AKL,GIS,135
AKL,BHE,133
AKL,DUD,131
AKL,WRE,107
AKL,ROT,88
AKL,LAX,87
AKL,SIN,87
AKL,WHK,84
AKL,HKG,82
AKL,OOL,81
AKN,DLG,58
AKN,IGG,20
AKN,ANC,0
AKP,FAI,69
AKR,LOS,29
AKR,ABV,24
AKS,HIR,41
AKU,URC,287
AKU,CGO,70
AKU,YIN,48
AKU,KRY,44
AKU,XIY,39
AKU,KHG,29
AKU,Shache,29
AKU,HTN,29
AKU,CKG,28
AKU,CTU,27
AKU,LHW,27
AKU,BPL,26
AKU,KRL,23
AKU,KCA,20
AKU,SHF,13
AKU,TWC,12
AKU,TCG,6
AKV,YIK,30
AKV,YPX,30
AKX,TSE,103
AKX,ALA,44
AKX,SCO,29
AKX,GUW,29
AKX,SVO,17
AKY,RGN,239
AKY,KYP,28
AKY,SNW,8
AKY,VBA,4
ALA,TSE,452
ALA,CIT,106
ALA,TAS,71
ALA,GUW,70
ALA,SCO,68
ALA,SVO,67
ALA,DXB,58
ALA,IST,58
ALA,DME,58
ALA,Ust-Kamenogorsk,58
ALA,DEL,57
ALA,Aktyubinsk,44
ALA,FRU,40
ALA,DYU,33
ALA,ICN,29
ALA,URC,29
ALA,KGF,29
ALA,BKK,29
ALA,OVB,29
ALA,KZO,28
ALA,KBP,25
ALA,LED,21
ALB,ORD,183
ALB,DCA,135
ALB,PHL,135
ALB,EWR,131
ALB,BWI,113
ALB,MCO,108
ALB,CLT,99
ALB,DTW,97
ALB,IAD,85
ALB,ATL,79
ALB,FLL,57
ALB,MDW,49
ALB,TPA,38
ALB,RSW,17
ALB,SFB,15
ALB,PIE,15
ALB,PGD,12
ALB,MYR,0
ALB,RDU,0
ALB,MSP,0
ALB,DEN,0
ALC,MAD,164
ALC,LGW,147
ALC,BCN,124
ALC,MAN,113
ALC,PMI,103
ALC,AMS,79
ALC,BRU,78
ALC,OSL,69
ALC,BRS,61
ALC,STN,61
ALC,ORN,58
ALC,NCL,58
ALC,EIN,56
ALC,LTN,55
ALC,ALG,55
ALC,BHX,54
ALC,LPL,54
ALC,EMA,51
ALC,LBA,51
ALC,Arlanda,49
ALC,Orly,43
ALC,Southend,42
ALF,TOS,116
ALF,OSL,49
ALF,VDS,24
ALF,KKN,20
ALF,SOJ,20
ALF,HFT,8
ALG,CDG,276
ALG,ORN,167
ALG,CZL,164
ALG,AAE,158
ALG,IST,138
ALG,Orly,121
ALG,MRS,107
ALG,BCN,100
ALG,TUN,81
ALG,Fiumicino,75
ALG,HME,63
ALG,GJL,58
ALG,ALC,55
ALG,LYS,53
ALG,AZR,50
ALG,MAD,49
ALG,OGX,48
ALG,DXB,45
ALG,FRA,44
ALG,CMN,44
ALG,BSK,42
ALG,CAI,41
ALH,PER,94
ALO,ORD,56
ALS,DEN,103
ALW,SEA,58
ALZ,ADQ,4
ALZ,KMY,0
AMA,DFW,180
AMA,DAL,102
AMA,IAH,67
AMA,DEN,52
AMA,LAS,29
AMA,HOU,4
AMD,DEL,652
AMD,BOM,426
AMD,BLR,228
AMD,MAA,182
AMD,PNQ,169
AMD,CCU,135
AMD,HYD,125
AMD,JAI,118
AMD,IDR,112
AMD,GOI,108
AMD,DXB,103
AMD,LKO,83
AMD,IXC,79
AMD,VNS,75
AMD,KWI,63
AMD,AUH,58
AMD,ISK,54
AMD,JSA,50
AMD,BKK,46
AMD,IXU,42
AMD,JDH,41
AMD,COK,29
AMH,ADD,21
AMH,BCO,8
AMM,CAI,233
AMM,DXB,199
AMM,JED,181
AMM,KWI,157
AMM,RUH,148
AMM,DOH,137
AMM,BGW,108
AMM,BEY,108
AMM,IST,103
AMM,TLV,73
AMM,Sharjah,67
AMM,AUH,66
AMM,BAH,58
AMM,CDG,54
AMM,LHR,53
AMM,AQJ,51
AMM,FRA,50
AMM,EBL,49
AMM,MED,44
AMM,HBE,39
AMM,DMM,34
AMM,ESB,29
AMQ,UPG,133
AMQ,SOQ,75
AMQ,LUV,58
AMQ,CGK,47
AMQ,SXK,46
AMQ,NAM,29
AMQ,SUB,29
AMQ,NBX,29
AMQ,NRE,29
AMQ,JIO,29
AMQ,DOB,29
AMQ,HLP,29
AMQ,TTE,25
AMQ,SQN,17
AMQ,MDC,16
AMQ,DPS,9
AMS,LHR,530
AMS,LCY,389
AMS,MAN,345
AMS,DUB,340
AMS,CPH,338
AMS,CDG,335
AMS,MUC,326
AMS,FRA,320
AMS,BCN,307
AMS,LGW,296
AMS,BHX,295
AMS,ZRH,294
AMS,MAD,252
AMS,VIE,248
AMS,GVA,241
AMS,Fiumicino,239
AMS,Arlanda,234
AMS,LTN,231
AMS,Malpensa,222
AMS,OSL,214
AMS,PRG,206
AMS,LIS,204
ANA,WIL,261
ANA,ASV,29
ANA,MBA,29
ANA,UKA,29
ANA,KIS,29
ANA,MYD,29
ANA,NYK,0
ANA,LOY,0
ANA,UAS,0
ANC,SEA,423
ANC,ENA,237
ANC,FAI,219
ANC,ILI,174
ANC,ADQ,135
ANC,BET,124
ANC,HOM,115
ANC,JNU,111
ANC,OTZ,69
ANC,AKN,58
ANC,SCC,58
ANC,PDX,58
ANC,DUT,58
ANC,VDZ,49
ANC,OME,33
ANC,DEN,29
ANC,ANI,29
ANC,UNK,29
ANC,LAX,29
ANC,CDV,29
ANC,HNL,29
ANC,DLG,25
ANF,SCL,518
ANF,LSC,64
ANF,CCP,24
ANF,ARI,17
ANF,LIM,17
ANF,PMC,8
ANF,ZCO,8
ANI,KLG,154
ANI,HCR,54
ANI,SHX,29
ANI,CHU,25
ANI,ANC,23
ANI,KSM,5
ANI,RSH,0
ANI,SRV,0
ANI,SLQ,0
ANR,ALC,16
ANR,AGP,13
ANR,NDR,13
ANR,RMU,9
ANR,INN,8
ANR,TNG,8
ANR,PMI,0
ANR,LUZ,0
ANR,IBZ,0
ANR,LCY,0
ANR,SPU,0
ANR,NBE,0
ANU,MNI,87
ANU,SXM,81
ANU,EIS,71
ANU,SKB,67
ANU,SBH,62
ANU,DOM,58
ANU,MIA,57
ANU,LGW,46
ANU,BGI,45
ANU,SJU,45
ANU,JFK,42
ANU,YYZ,38
ANU,POS,37
ANU,SLU,29
ANU,PTP,13
ANU,EWR,13
ANU,STT,12
ANU,KIN,8
ANU,PLS,8
ANU,TAB,8
ANU,ATL,5
ANU,CLT,5
ANV,KGX,54
ANV,HCR,29
ANX,BOO,53
ANX,TOS,49
ANX,EVE,20
ANX,OSL,0
AOE,OST,4
AOE,BRU,0
AOE,DUS,0
AOG,PKX,29
AOG,PVG,29
AOG,CAN,16
AOG,NKG,14
AOG,CTU,12
AOG,PEK,0
AOI,MUC,73
AOI,STN,17
AOI,TIA,13
AOI,LGW,9
AOI,CRL,9
AOI,PMO,9
AOI,CTA,8
AOI,Sardinia,0
AOI,Sardinia,0
AOI,Orly,0
AOI,Weeze,0
AOJ,HND,174
AOJ,ITM,174
AOJ,CTS,145
AOJ,NKM,87
AOJ,TPE,21
AOJ,ICN,12
AOJ,UKB,0
AOK,ATH,26
AOK,RHO,13
AOK,KSJ,13
AOK,VCE,0
AOK,VIE,0
AOK,KGS,0
AOK,Malpensa,0
AOK,JTR,0
AOK,VRN,0
AOK,BLQ,0
AOK,Bergamo,0
AOK,PRG,0
AOK,Fiumicino,0
AOO,PIT,78
AOO,BWI,29
AOQ,JUV,4
AOR,SZB,240
AOR,KUL,186
AOR,JHB,19
AOS,KZB,4
AOS,ADQ,0
APC,HHR,0
APK,PPT,4
APK,AXR,4
APK,RGI,0
APL,MPM,65
APL,BEW,39
APL,POL,25
APL,TET,25
APL,JNB,20
APL,VXC,17
APL,NBO,16
APL,UEL,8
APL,MNC,4
APL,LLW,0
APN,DTW,29
APN,PLN,21
APO,EOH,215
APO,BOG,20
APO,UIB,13
APW,AKL,53
APW,BNE,17
APW,NAN,15
APW,SYD,15
APW,HNL,4
APW,VAV,0
APX,CWB,12
AQA,VCP,20
AQG,YNT,29
AQG,SZX,29
AQG,HAK,28
AQG,PEK,28
AQG,KMG,23
AQG,XMN,16
AQG,XIY,16
AQG,NGB,14
AQG,CAN,12
AQG,FOC,12
AQG,HRB,12
AQG,TAO,9
AQG,SHA,0
AQG,KWL,0
AQI,RUH,70
AQI,JED,21
AQI,DMM,8
AQJ,AMM,52
AQJ,IST,12
AQJ,GVA,9
AQJ,LGW,9
AQJ,Ciampino,9
AQJ,VCE,9
AQJ,CGN,9
AQJ,SVO,9
AQJ,Malpensa,8
AQJ,Bergamo,8
AQJ,SOF,8
AQJ,ATH,8
AQJ,CAI,8
AQJ,SXF,5
AQP,LIM,520
AQP,CUZ,63
AQP,SCL,8
ARC,VEE,24
ARC,FAI,12
ARD,KOE,87
ARD,DPS,13
ARH,LED,116
ARH,SVO,116
ARH,DME,29
ARH,NNM,20
ARH,PES,8
ARH,MMK,4
ARI,SCL,313
ARI,ANF,17
ARI,LSC,16
ARI,CCP,13
ARK,LKY,348
ARK,ZNZ,261
ARK,JRO,87
ARK,SEU,58
ARK,IRI,0
ARK,DAR,0
ARM,SYD,180
ARM,BNE,24
ARM,CFS,0
ARN,OSL,526
ARN,CPH,488
ARN,HEL,462
ARN,LLA,343
ARN,LHR,270
ARN,UME,244
ARN,AMS,234
ARN,GOT,230
ARN,FRA,212
ARN,TLL,189
ARN,MUC,170
ARN,MMX,162
ARN,OSD,160
ARN,CDG,150
ARN,RIX,132
ARN,ZRH,130
ARN,OER,124
ARN,SFT,105
ARN,TKU,104
ARN,VBY,101
ARN,LGW,100
ARN,KRN,98
ART,PHL,58
ARU,VCP,71
ARU,GRU,23
ARU,CGH,20
ARX,MVF,13
ARX,FOR,2
ARX,REC,0
ASB,CRZ,141
ASB,TAZ,117
ASB,KRW,87
ASB,IST,82
ASB,MYP,75
ASB,DME,33
ASB,DXB,19
ASB,DEL,17
ASB,BKN,12
ASB,MSQ,11
ASB,ALA,10
ASB,KZN,10
ASB,LED,10
ASB,BKK,8
ASB,FRA,5
ASB,AUH,4
ASB,BHX,4
ASB,ESB,4
ASB,URC,4
ASB,PEK,1
ASB,ATQ,0
ASB,JED,0
ASE,DEN,226
ASE,LAX,145
ASE,ORD,136
ASE,DFW,106
ASE,IAH,92
ASE,SFO,58
ASE,SLC,58
ASE,PHX,29
ASE,ATL,29
ASE,MSP,3
ASF,SVO,87
ASF,VKO,29
ASF,DME,16
ASF,KZN,12
ASF,SCO,12
ASF,AER,12
ASF,VOG,9
ASF,LED,9
ASF,MRV,8
ASF,GYD,4
ASF,ROV,0
ASF,AYT,0
ASF,KRR,0
ASJ,KOJ,203
ASJ,KKX,87
ASJ,TKN,58
ASJ,HND,29
ASJ,KIX,29
ASJ,OKA,29
ASJ,RNJ,29
ASJ,FUK,29
ASJ,ITM,29
ASJ,NRT,29
ASM,ADD,111
ASM,KRT,21
ASM,CAI,15
ASM,DXB,13
ASM,IST,12
ASM,JED,5
ASM,Sharjah,4
ASO,GMB,29
ASO,ADD,29
ASP,ADL,49
ASP,DRW,46
ASP,SYD,29
ASP,AYQ,29
ASP,BNE,21
ASP,MEL,18
ASP,TCA,12
ASP,PER,9
ASP,GTS,4
ASR,Sabiha,269
ASR,IST,167
ASR,ADB,37
ASR,AYT,25
ASR,DUS,22
ASR,STR,12
ASR,LGG,4
ASR,RTM,4
ASR,FRA,4
ASR,HAJ,0
ASR,VIE,0
ASR,AMS,0
ASR,CGN,0
ASR,MUC,0
ASS,MQP,49
ASS,LDZ,48
ASS,SZK,26
ASS,ULX,0
ASU,EZE,135
ASU,MVD,100
ASU,AGT,88
ASU,GRU,87
ASU,PTY,54
ASU,VVI,34
ASU,BSB,29
ASU,LIM,29
ASU,SCL,29
ASU,BOG,28
ASU,IQQ,24
ASU,ENO,24
ASU,MAD,21
ASU,COR,17
ASU,EPA,12
ASU,CWB,11
ASU,PJC,8
ASU,GIG,7
ASU,IGR,4
ASU,PDP,1
ASU,PUJ,0
ASV,WIL,87
ASV,MDR,58
ASV,Mara North,58
ASV,Olkiombo,58
ASV,MBA,58
ASV,Keekorok,58
ASV,Kichwa Tembo,58
ASV,OSJ,58
ASV,Mara Serena,58
ASV,Angama,29
ASV,MYD,29
ASV,UKA,29
ASW,CAI,274
ASW,ABS,83
ASW,JED,2
ASW,LXR,0
ATC,NAS,28
ATD,HIR,4
ATD,MHM,4
ATH,SKG,340
ATH,LCA,313
ATH,Crete,276
ATH,JTR,215
ATH,IST,187
ATH,Crete,175
ATH,LHR,155
ATH,Fiumicino,142
ATH,Lesbos,135
ATH,RHO,127
ATH,JKH,118
ATH,FRA,115
ATH,MUC,113
ATH,VIE,113
ATH,Kerkyra,111
ATH,TLV,110
ATH,CDG,104
ATH,KGS,103
ATH,AMS,98
ATH,AXD,98
ATH,ZRH,95
ATH,OTP,91
ATK,BRW,64
ATK,AIN,15
ATL,MCO,788
ATL,FLL,720
ATL,LGA,718
ATL,ORD,591
ATL,TPA,558
ATL,DCA,538
ATL,MIA,523
ATL,EWR,516
ATL,CLT,474
ATL,LAX,472
ATL,DFW,472
ATL,BWI,450
ATL,PHL,447
ATL,IAH,422
ATL,RDU,420
ATL,DEN,419
ATL,BOS,412
ATL,MSY,398
ATL,BNA,384
ATL,JAX,365
